DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Docetaxel,15,5115,1.6,192,hours,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,1.66,264,hours,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,1.43,336,hours,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,1.44,432,hours,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5115,1.38,552,hours,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,1.66,-48,hours,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,0.51,48,hours,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5116,0.09,120,hours,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,2.19,-48,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.41,72,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,0.26,144,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,5.6,216,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,3.8,288,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,2.05,360,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,3.47,480,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5117,2.23,552,hours,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,1.36,-48,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.22,72,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,0.45,144,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,7.77,216,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,3.18,288,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,1.84,360,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,1.44,480,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5118,2.66,552,hours,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,1.42,-48,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.32,72,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,0.26,144,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,5.4,216,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,3.77,288,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,1.48,360,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,2.53,480,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5119,2.29,552,hours,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,3.92,-48,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,0.35,72,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,1.43,144,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,11.27,216,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,5.27,288,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,1.45,360,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,1.72,480,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,15,5120,1.44,552,hours,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,0.9,-48,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,1.98,24,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,1.85,96,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,2.23,168,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,2.44,240,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,1.39,312,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,2.06,384,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5121,1.81,552,hours,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,1.14,-48,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,1.28,24,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,2.04,96,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,3.27,168,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,3.99,240,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,1.94,312,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,3.86,384,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5122,2.36,552,hours,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,1.39,-48,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,0.62,24,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,1.3,96,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,2.56,168,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,2.45,240,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,1.92,312,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,1.82,384,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5123,2.07,552,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.82,-48,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.48,24,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,0.85,96,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,1.57,168,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,2.03,240,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,1.84,312,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,1.26,384,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5124,2.39,552,hours,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,1.28,-48,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,1.28,48,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,1.18,120,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,1.78,192,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,2.13,264,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,2.5,336,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,2.9,432,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5125,2.39,552,hours,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.71,-48,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,0.82,48,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,1.07,120,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,2.05,192,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,2.84,264,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,2.83,336,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,1.38,432,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5126,1.97,552,hours,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.52,-48,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,0.83,48,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.17,120,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.7,192,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.89,264,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.28,336,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.95,432,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5127,1.78,552,hours,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.33,-48,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,0.74,48,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.55,120,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.44,192,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.53,264,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.62,336,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,3.15,432,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5128,1.73,552,hours,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.95,-48,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.6,72,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,0.76,144,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,1.54,216,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,1.35,288,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,1.58,360,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,1.77,480,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5129,1.44,552,hours,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,2.44,-48,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,0.62,72,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,1.24,144,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,3.79,216,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,2.25,288,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,2.94,360,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,2.23,480,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5130,2.57,552,hours,0,0,.,.,0.1912,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.67,-48,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,1.55,72,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.87,144,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,0.71,216,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,1.77,288,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,1.63,360,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,2.71,480,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5131,1.64,552,hours,0,0,.,.,0.2075,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,1.21,-48,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.48,72,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,0.94,144,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,1.26,216,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,1.83,288,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,1.65,360,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,2.17,480,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,5,5132,1.95,552,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.88,-48,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.56,24,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.3,96,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,0.85,168,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,2.54,240,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,3.43,312,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,1.94,384,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5133,2.25,552,hours,0,0,.,.,0.1951,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,1.29,-48,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,1.5,24,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,0.43,96,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,5.65,168,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,6.37,240,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,5.85,312,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,3.6,384,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5134,3.65,552,hours,0,0,.,.,0.2065,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,0.98,-48,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,0.61,24,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,0.36,96,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,0.66,168,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,6.05,240,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,4.59,312,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,2.37,384,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5135,3.04,552,hours,0,0,.,.,0.1865,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,1.25,-48,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,0.55,24,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,0.3,96,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,0.57,168,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,2.66,240,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,2.06,312,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,1.14,384,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,1.44,552,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.6,-48,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.14,48,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,0.34,120,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.42,192,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,4.45,264,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,4.76,336,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,3.93,432,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.72,552,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,0.65,-48,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,1.06,48,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,0.27,120,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,1.03,192,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.73,264,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.78,336,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.3,432,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.39,552,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,1.29,-48,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,0.8,48,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,0.27,120,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.28,192,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,4.79,264,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.72,336,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.34,432,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.64,-48,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.92,48,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.92,120,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,1.87,192,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,4.66,264,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,3.65,336,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,2.86,432,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
